Lampost,centerligh,lat,lon
19,146.0,31.244107040000074,34.797955288000026
1738,146.0,31.243596430000025,34.79768323600007
31,144.0,31.24408905000007,34.79980856900005
30,144.0,31.24409072900005,34.80008416900006
21,146.0,31.244182633000037,34.798277460000065
3,146.0,31.244011872000044,34.79659103300003
4,146.0,31.24379960500005,34.79646370100005
5,146.0,31.24365688300003,34.79626486900003
2,146.0,31.24413540100005,34.79686437500004
12,146.0,31.244194625000034,34.79648069800004
13,146.0,31.24435478600003,34.79615702600006
7,146.0,31.243484375000037,34.79593343300007
6,146.0,31.243451367000034,34.79607930100008
8,146.0,31.243258340000068,34.79570668900004
9,146.0,31.243075676000046,34.79552731500007
39,147.0,31.243406427000025,34.80300084300006
38,147.0,31.243194654000035,34.80284241100003
37,147.0,31.242939427000067,34.80267637700007
36,147.0,31.24268744400007,34.802515252000035
38,142.0,31.24267924700007,34.805887520000056
37,142.0,31.24291498200006,34.805923490000055
12,145.0,31.245561660000078,34.80146134200004
9,145.0,31.244544683000072,34.80113247300005
7,145.0,31.245218116000046,34.80118525300003
6,145.0,31.24537661200003,34.801181866000036
3,145.0,31.24537530400005,34.80082055200006
2,145.0,31.24520936500005,34.80082332400008
19,144.0,31.24505259600005,34.80461585200004
18,142.0,31.24489767600005,34.80513901100005
17,142.0,31.244762342000058,34.80528211600006
18,144.0,31.244722549000073,34.80496621900005
14,144.0,31.244494642000063,34.80419992800006
15,144.0,31.244649682000045,34.804395482000075
16,144.0,31.244792104000055,34.80458959300006
17,144.0,31.244931714000074,34.80478909200008
19,142.0,31.245288192000032,34.804836676000036
21,142.0,31.245681540000078,34.80460601800007
22,142.0,31.24591071800006,34.804479198000024
13,144.0,31.24432175700008,34.803966339000056
12,144.0,31.24414296200007,34.80371977400006
11,144.0,31.243978085000037,34.803507025000044
10,144.0,31.24402146500006,34.80320345900003
8,144.0,31.24393037400006,34.802960738000024
7,144.0,31.24403129700005,34.80266730900007
6,144.0,31.24407555500005,34.80238286800005
5,144.0,31.24410873000005,34.80200273600008
4,144.0,31.244103365000058,34.80174326900004
1,144.0,31.244090364000044,34.80094725300006
2,144.0,31.244084989000044,34.801217380000026
3,144.0,31.244086107000044,34.80148758900003
26,147.0,31.241049262000047,34.801377323000054
33,147.0,31.24192224400008,34.802018589000056
17,147.0,31.24082139400008,34.80205063300008
32,147.0,31.241691427000035,34.80186575400006
31,147.0,31.241466451000065,34.80171187700006
30,147.0,31.241252700000075,34.80155376400006
25,147.0,31.240851471000042,34.801178091000054
29,147.0,31.24097682200005,34.80099235900008
35,147.0,31.242431965000037,34.80234950200003
34,147.0,31.242175686000053,34.802181836000045
15,147.0,31.24092094200006,34.80227688300005
2402,147.0,31.241387864000046,34.80239055100003
11,147.0,31.24117552000007,34.802936319000025
10,147.0,31.241282521000073,34.803195763000076
3,147.0,31.242041811000036,34.80495091500006
4,147.0,31.241953807000073,34.80474028300006
5,147.0,31.24183651100003,34.804475704000026
6,147.0,31.241714818000048,34.80419791800006
7,147.0,31.241598606000025,34.80393104800004
39,142.0,31.242480598000043,34.80576697500004
40,142.0,31.24229938700006,34.805787545000044
41,142.0,31.242273649000026,34.80596305000006
7,121.0,31.246302297000057,34.79685448300006
18,122.0,31.246461130000057,34.79730064200004
28,148.0,31.24753165800007,34.800476649000075
29,148.0,31.247742108000068,34.80039293600004
24,122.0,31.247605572000055,34.798091112000066
23,122.0,31.247445928000047,34.79804043100006
21,122.0,31.247342195000044,34.79830150200007
20,122.0,31.247341685000038,34.79810309700008
22,122.0,31.247474905000047,34.79829966300008
30,148.0,31.248180981000075,34.80044041700006
10,146.0,31.242863661000058,34.79531966300004
15,146.0,31.244730980000043,34.79554438800005
23,140.0,31.25037442400003,34.79962199200003
29,140.0,31.250234982000052,34.79813070300003
28,140.0,31.249960661000046,34.79815438500003
14,140.0,31.249937415000034,34.80019758000003
33,139.0,31.249877955000045,34.80045723100005
49,144.0,31.24207246800006,34.799706696000044
50,144.0,31.241809500000045,34.79974716000004
40,147.0,31.240444156000024,34.80063379100005
41,147.0,31.240296642000033,34.80042494200006
23,147.0,31.240825235000045,34.80082179800007
51,147.0,31.23935904800004,34.79811085800003
53,147.0,31.23958625800003,34.79804840500003
55,147.0,31.24109775200003,34.800263793000056
24,147.0,31.240943756000036,34.800529278000056
54,147.0,31.240735879000056,34.80059670300005
52,144.0,31.241314487000068,34.80001068900003
34,142.0,31.243619187000036,34.80604996500006
26,148.0,31.247496730000023,34.80169889000007
44,142.0,31.246517466000057,34.80428935500004
25,148.0,31.247407473000067,34.80140987800007
1,139.0,31.24801240100004,34.802956325000025
24,142.0,31.246350568000025,34.80421002500003
3,139.0,31.24838640400003,34.802436226000054
4,139.0,31.24857022900005,34.80217403000006
28,142.0,31.247224818000063,34.80369334300008
2,139.0,31.248205374000065,34.802696695000066
27,142.0,31.247019047000038,34.803838014000064
27,140.0,31.249693681000053,34.79817232500005
36,139.0,31.249257517000046,34.80029757300008
7,140.0,31.249303350000048,34.79944870700007
6,121.0,31.24628489400004,34.79712322300003
25,122.0,31.24798449900004,34.79816523100004
42,140.0,31.24935948800004,34.79868318900003
41,140.0,31.249355722000075,34.798861712000075
45,140.0,31.24966903400008,34.79845842700007
46,140.0,31.249768540000048,34.79846085600008
13,140.0,31.249776043000054,34.80020021300004
24,149.0,31.246342329000072,34.79931550300006
3,148.0,31.24633288800004,34.80020132000004
31,148.0,31.247496485000056,34.80002962700007
32,148.0,31.247435238000037,34.79974621900004
25,149.0,31.246489996000037,34.799311902000056
17,148.0,31.246923735000053,34.79906652500006
18,148.0,31.246923779000042,34.79879469900004
16,148.0,31.246927114000073,34.79942914800006
15,148.0,31.246928008000054,34.79964923600005
13,148.0,31.247047156000065,34.80014455200006
2,148.0,31.24652162500007,34.800194592000025
1,148.0,31.24671485600004,34.80017233900003
14,148.0,31.246930047000035,34.79990876700003
32,139.0,31.24972708300004,34.800735555000074
21,148.0,31.247043588000054,34.797966676000044
20,148.0,31.246966927000074,34.79823802300007
19,148.0,31.246928954000055,34.79851978500005
23,27.0,31.25849287400007,34.79635271800004
26,27.0,31.25852680400004,34.797269483000036
27,27.0,31.25853990300004,34.79759383100003
28,27.0,31.258554737000054,34.79788782500003
31,27.0,31.25868937900003,34.798120262000054
32,140.0,31.250905241000055,34.79833204300007
43,120.0,31.24469262300005,34.793558776000054
14,121.0,31.244970186000046,34.79555656500003
15,121.0,31.24519478600007,34.79552696500008
680,121.0,31.245308197000043,34.794175504000066
38,120.0,31.244778696000026,34.79525918500008
37,120.0,31.244627453000078,34.79500370000005
44,120.0,31.244472942000073,34.793332029000055
42,120.0,31.244500299000038,34.79352170300007
45,120.0,31.24423854300005,34.79336519800006
41,120.0,31.244418001000042,34.793448725000076
40,120.0,31.244296157000065,34.793455309000024
30,140.0,31.250491743000055,34.798121120000076
31,140.0,31.250744531000066,34.798110128000076
11,122.0,31.24674723800007,34.79686681700008
48,122.0,31.24734545800004,34.796534966000024
46,122.0,31.24737405700006,34.79665705700006
55,122.0,31.247556116000055,34.79631337700005
63,122.0,31.24758475400006,34.79709601700006
36,122.0,31.24787009100004,34.79728105400005
37,122.0,31.247687832000054,34.79727486500008
3,122.0,31.24876456800007,34.79781997500004
4,122.0,31.248510397000075,34.79785295700003
35,122.0,31.248035797000057,34.79728645200004
34,122.0,31.248017381000068,34.79747178500003
5,122.0,31.248014847000036,34.79762866500005
1,122.0,31.248275570000033,34.797776584000076
64,122.0,31.248005594000063,34.797073487000034
61,122.0,31.247908258000052,34.79693346600004
62,122.0,31.24775528500004,34.79699570300005
60,122.0,31.247891887000037,34.79682757200004
59,122.0,31.247964025000044,34.79674642900005
57,122.0,31.247811531000025,34.79660707600004
56,122.0,31.247689782000066,34.79646787400003
50,122.0,31.247185716000047,34.79596260500006
51,122.0,31.24730781100004,34.796040539000046
6,122.0,31.247792995000054,34.797480233000044
20,121.0,31.246255491000056,34.796514279000064
5,121.0,31.24651240700007,34.79676113800008
4,121.0,31.246309206000035,34.796189610000056
2,121.0,31.246611545000064,34.79615043300004
3,121.0,31.24647774300007,34.796345089000056
1,121.0,31.246823294000023,34.79605361600005
44,122.0,31.247000266000043,34.79618688800008
10,122.0,31.247019737000073,34.797081898000044
26,122.0,31.24820132800005,34.798205464000034
7,122.0,31.247630053000023,34.79751325400008
8,122.0,31.24733165600003,34.79731642100006
9,122.0,31.24717708700007,34.797196823000036
26,140.0,31.249433526000075,34.79818099800008
25,140.0,31.24916642200003,34.79818231000007
69,122.0,31.248753804000046,34.79760222200008
79,122.0,31.24815426500004,34.79761461900006
78,122.0,31.24836144300008,34.79758078900005
68,122.0,31.248660494000035,34.79744582600006
77,122.0,31.24846784400006,34.79747362200004
66,122.0,31.248346111000046,34.79722227000008
28,122.0,31.24879583200004,34.79813790500003
29,122.0,31.248546460000057,34.798085298000046
30,122.0,31.248299239000062,34.79801702900005
31,122.0,31.248056099000053,34.797947599000054
32,122.0,31.24781949900006,34.79784598700007
39,122.0,31.24696054700007,34.79694035000006
9,125.0,31.261044390000052,34.80115561400004
11,125.0,31.261012632000075,34.801837275000025
8,125.0,31.261031192000075,34.80084513600008
10,125.0,31.261029290000067,34.80143443900005
12,125.0,31.260997588000066,34.802082003000066
20,125.0,31.26202558400007,34.79857696000005
22,125.0,31.262585486000035,34.79845867600005
23,125.0,31.262854042000072,34.79840027300003
24,125.0,31.26312471400007,34.79839775900007
28,125.0,31.26392829400004,34.79854344300003
27,125.0,31.263771718000044,34.798458899000025
30,125.0,31.263980581000055,34.79902158900006
29,125.0,31.263873629000045,34.79874032300006
26,125.0,31.263714082000035,34.798540339000056
21,125.0,31.262316824000038,34.79857943800005
19,125.0,31.26176433200004,34.798590035000075
18,125.0,31.261492556000064,34.79859317300003
44,27.0,31.261978056000032,34.79824264900003
43,27.0,31.26170840800006,34.79824957900007
42,27.0,31.26151343500004,34.79826784900007
1,125.0,31.26108485000003,34.79847160000003
2,125.0,31.261078874000077,34.79881168900005
3,125.0,31.26107742800008,34.799154798000075
4,125.0,31.261076135000053,34.79949466200003
5,125.0,31.261068908000027,34.79983497100005
6,125.0,31.26106277100007,34.800177692000034
7,125.0,31.26105652900003,34.80051589900006
45,27.0,31.26211219700008,34.79808038500005
40,27.0,31.26092114100004,34.79825158600005
41,27.0,31.261189898000055,34.79827569200006
43,125.0,31.26119804900003,34.79800787800008
54,125.0,31.26103106000005,34.797876304000056
44,125.0,31.261055898000052,34.79800740600007
45,125.0,31.26084787900004,34.79800344700004
56,125.0,31.26090645100004,34.79773314600004
55,125.0,31.26095029700008,34.79786577300007
57,125.0,31.26072638100004,34.797757310000065
48,125.0,31.26067097500004,34.79782822900006
60,125.0,31.26063174400008,34.79763762700003
84,125.0,31.260399445000076,34.796958835000055
,9999.0,31.258587376000037,34.798836116000075
36,59.0,31.25911589100008,34.79727817600008
34,59.0,31.25868818400005,34.797219780000034
41,59.0,31.25990476100003,34.797443446000045
38,59.0,31.259400312000025,34.79743356900008
43,59.0,31.25940597500005,34.797125849000054
44,59.0,31.259432341000036,34.796882106000055
37,59.0,31.259316556000044,34.79732945300003
40,59.0,31.259771086000057,34.797285757000054
45,59.0,31.259461173000034,34.79664274000004
24,27.0,31.258495974000027,34.79660723200004
20,27.0,31.25845994100007,34.79552669800006
21,27.0,31.25847058900007,34.79579868500008
22,27.0,31.258479823000073,34.79607560300008
25,27.0,31.258508018000043,34.79693162500007
30,27.0,31.25816633000005,34.798068054000055
38,27.0,31.260430747000044,34.79821983800008
37,27.0,31.26018288800003,34.79820376500004
36,27.0,31.259937455000056,34.79819015900006
33,27.0,31.259196300000042,34.79814289700005
32,27.0,31.258948144000044,34.79813551900003
,9999.0,31.25853735800007,34.79864810500004
29,27.0,31.258432515000038,34.79808771900008
62,125.0,31.26041176700005,34.79763432900006
58,125.0,31.260605181000074,34.797742491000065
59,125.0,31.260502280000026,34.79773026000004
52,125.0,31.260473588000025,34.797800937000034
47,125.0,31.260477149000053,34.79798559200003
50,125.0,31.259928389000038,34.79784725600007
64,125.0,31.260266494000064,34.79751059000006
67,125.0,31.259826111000052,34.79762156500004
68,125.0,31.25966616900007,34.79759956300006
69,125.0,31.25951504300008,34.79757312300006
70,125.0,31.259354725000037,34.797560152000074
71,125.0,31.259191197000064,34.797542071000066
65,125.00125,31.260092971000063,34.79746640900004
66,125.0,31.25995092100004,34.797446524000065
49,125.0,31.259958850000032,34.79799682100003
61,125.0,31.26053223300005,34.79761384300008
80,125.0,31.259928613000056,34.79703242000005
79,125.0,31.259909652000033,34.79717666400006
78,125.0,31.260052229000053,34.79720344400005
81,125.0,31.260072425000033,34.79705625500003
82,125.0,31.26021546900006,34.797082266000075
77,125.0,31.26015841700007,34.79722263200006
76,125.0,31.260267888000044,34.79724178500004
75,125.0,31.260340350000035,34.79725413600005
83,125.0,31.260359049000044,34.79710706700007
74,125.0,31.258710975000042,34.79749583600005
73,125.0,31.258866500000067,34.79751289100005
72,125.0,31.259023687000024,34.797525267000026
14,125.0,31.260976493000044,34.80274826800007
15,125.0,31.26097194600004,34.803082792000055
17,125.0,31.26097057800007,34.803742568000075
1,126.0,31.260956195000063,34.80400042600007
5,126.0,31.26093696600003,34.80522971400006
6,126.0,31.26094155800007,34.805518146000054
7,126.0,31.26093102200008,34.80581370500005
43,126.0,31.26211190400005,34.80598480400005
42,126.0,31.26181581800006,34.80598504000005
41,126.0,31.261562938000054,34.80598945200006
13,125.0,31.260986090000074,34.80241403700006
450,123.0,31.246768780000025,34.80500779600004
2,134.0,31.252981099000067,34.802032171000064
8,129.0,31.25628587800003,34.81078989700006
6,129.0,31.256532305000064,34.810907531000055
7,129.0,31.256414801000062,34.81082958200005
19,135.0,31.256979208000075,34.803089526000065
20,134.0,31.255825515000026,34.80400179600008
22,126.0,31.260096624000028,34.80589506300004
21,126.0,31.260316363000072,34.80593532800003
20,126.0,31.260527586000023,34.80597516700004
,9999.0,31.259071380000023,34.79917217700006
,9999.0,31.25947483300007,34.79919337200005
,9999.0,31.259930609000037,34.799515952000036
,9999.0,31.25978987900004,34.799210998000035
23,142.0,31.246102629000063,34.80433930700008
20,142.0,31.245469082000056,34.80471765200008
35,136.0,31.249713675000066,34.80786610600006
32,136.0,31.24932724200005,34.80789187700003
33,136.0,31.249453690000053,34.807883580000066
5,136.0,31.248802666000074,34.80797228100005
2,136.0,31.24809552000005,34.807629588000054
3,136.0,31.248336736000056,34.80778451600003
6,136.0,31.24901028100004,34.808010710000076
7,136.0,31.249017681000055,34.80821305300003
4,136.0,31.248568179000074,34.80793459100005
46,142.0,31.24669313800007,34.804709055000046
29,142.0,31.24745980000006,34.803514638000024
30,142.0,31.247619877000034,34.803343279000046
45,142.0,31.246605372000033,34.80449992300004
44,139.0,31.248182330000077,34.80481858200005
3,138.0,31.249829185000067,34.80592430100006
5,138.0,31.24974182300008,34.805712425000024
52,138.0,31.24956602700007,34.80546141800005
51,138.0,31.249646443000074,34.80520818100007
4,138.0,31.24955884700006,34.80560793700005
39,138.0,31.24976502000004,34.80442222100004
43,138.0,31.24971153900003,34.80313723200004
1,136.0,31.248621943000046,34.805984919000025
43,139.0,31.248331204000067,34.80501287900006
46,139.0,31.248317205000035,34.80445144500004
47,139.0,31.248222155000065,34.804263596000055
41,138.0,31.249209251000025,34.80299705200008
42,138.0,31.249440655000058,34.80305115400006
48,139.0,31.248018560000048,34.80427270600006
49,139.0,31.247851438000055,34.80397737900006
50,139.0,31.24768912600007,34.80369393600006
26,142.0,31.246819951000077,34.804004348000035
14,139.0,31.248920319000035,34.802077463000046
13,139.0,31.248758991000045,34.80192004000003
25,142.0,31.246583416000078,34.804113622000045
45,139.0,31.24813541900005,34.80457908000005
50,138.0,31.249827921000076,34.804943655000045
36,136.0,31.249839502000043,34.80785518700003
37,136.0,31.249967923000042,34.80784588500006
55,129.0,31.25267410400005,34.80987790800003
54,129.0,31.25268383100007,34.81007916300007
44,129.0,31.25326863500004,34.810287336000044
42,129.0,31.253411227000072,34.81062953600008
40,129.0,31.253002974000026,34.81072536600004
38,129.0,31.25297459400008,34.81040265400003
37,129.0,31.25301329900003,34.81013685500005
36,129.0,31.253035193000073,34.809923867000066
1534A,136.0,31.251676673000077,34.806710071000055
15,136.0,31.25175773500007,34.80870514600008
25,136.0,31.25113473600004,34.80747837200005
24,136.0,31.251104643000076,34.80782298100007
23,136.0,31.25108859900007,34.80816827800004
21,136.0,31.251283168000043,34.808815149000054
20,136.0,31.251295863000053,34.809151573000065
12,136.0,31.25006640400005,34.808086057000025
11,136.0,31.250079984000024,34.80834908000003
10,136.0,31.250093353000068,34.80861137200003
9,136.0,31.250106146000064,34.80887445600007
8,136.0,31.250118103000034,34.80913283900003
13,136.0,31.250056607000033,34.807866741000055
53,129.0,31.252249306000067,34.80994319900003
51,129.0,31.252051575000053,34.81024213200004
52,129.0,31.25195394900004,34.810537907000025
39,129.0,31.25277697000007,34.810421302000066
41,129.0,31.252945585000077,34.81095738800008
1,138.0,31.24988127200004,34.806447441000046
43,129.0,31.253236574000027,34.81054809900007
1558,137.0,31.252758037000035,34.80395137900007
36,137.0,31.250796493000053,34.80142837100004
35,137.0,31.250620990000073,34.80130444200006
33,137.0,31.250703463000036,34.80171085000006
34,137.0,31.250558799000032,34.80160505600003
28,136.0,31.252367770000035,34.80549447200008
27,136.0,31.25251451500003,34.80556366500008
34,138.0,31.250934174000065,34.80380118700003
